#Network | Station | Latitude | Longitude | Elevation | Sitename | StartTime | EndTime

#DATACENTER=IRISDMC,https://www.earthscope.org/data/
YN|OBS50|48.1395|-128.998398|-2647.0|SIO OBS ID OBS50|2009-08-24T00:00:00|2009-09-13T23:59:59
YN|OBS51|48.2038|-128.968094|-2682.0|SIO OBS ID OBS51|2009-08-24T00:00:00|2009-09-13T23:59:59
YN|OBS52|47.903599|-129.164093|-2478.0|SIO OBS ID OBS52|2009-08-24T00:00:00|2009-09-13T23:59:59
YN|OBS53|47.946098|-129.145203|-2414.0|SIO OBS ID OBS53|2009-08-24T00:00:00|2009-09-13T23:59:59
YN|OBS54|47.987999|-129.126297|-2333.0|SIO OBS ID OBS54|2009-08-24T00:00:00|2009-09-15T23:59:59
YN|OBS55|48.0317|-129.104797|-2362.0|SIO OBS ID OBS55|2009-08-26T00:00:00|2009-09-13T23:59:59
YN|OBS56|48.074001|-129.085495|-2479.0|SIO OBS ID OBS56|2009-08-26T00:00:00|2009-09-12T23:59:59
YN|OBS57|47.806801|-129.267395|-2299.0|SIO OBS ID OBS57|2009-08-25T00:00:00|2009-09-14T23:59:59
YN|OBS58|47.870399|-129.233902|-2427.0|WHOI OBS ID D50|2009-08-23T00:00:00|2009-09-13T23:59:59
YN|OBS59|47.935101|-129.206604|-2195.0|SIO OBS ID OBS59|2009-08-24T00:00:00|2009-09-13T23:59:59
YN|OBS60|47.999901|-129.176193|-2182.0|WHOI OBS ID D60|2009-08-24T00:00:00|2009-09-13T23:59:59
YN|OBS61|48.064301|-129.146301|-2415.0|SIO OBS ID OBS61|2009-08-24T00:00:00|2009-09-12T23:59:59
YN|OBS62|48.129101|-129.116302|-2592.0|SIO OBS ID OBS62|2009-08-24T00:00:00|2009-09-13T23:59:59
YN|OBS63|48.1936|-129.086105|-2573.0|SIO OBS ID OBS63|2009-08-24T00:00:00|2009-09-13T23:59:59
YN|OBS64|48.243599|-129.033997|-2541.0|SIO OBS ID OBS64|2009-08-24T00:00:00|2009-09-13T23:59:59
