#Network | Station | Latitude | Longitude | Elevation | Sitename | StartTime | EndTime

#DATACENTER=IRISDMC,https://www.earthscope.org/data/
7D|J61A|47.872501|-128.197205|-2644.0|WHOI OBS ID T113|2011-11-27T00:00:00|2012-05-20T23:59:59
7D|J63A|48.206501|-130.003296|-2882.0|WHOI OBS ID S83|2011-11-25T00:00:00|2012-05-19T23:59:59
7D|J65A|47.8913|-125.139603|-165.2|SIO OBS ID J65A|2011-10-17T00:00:00|2012-07-16T23:59:59
7D|J67A|48.150002|-127.084198|-2612.0|WHOI OBS ID T104|2011-11-26T00:00:00|2012-05-19T23:59:59
7D|J68A|48.480999|-127.829201|-2590.0|WHOI OBS ID S89|2011-11-25T00:00:00|2012-05-19T23:59:59
7D|J73A|48.7677|-126.192497|-143.3|SIO OBS ID J73A|2011-10-18T00:00:00|2012-07-17T23:59:59
7D|M01A|49.150398|-126.722099|-132.9|SIO OBS ID M01A|2011-10-18T00:00:00|2012-07-16T23:59:59
7D|M02A|48.306999|-125.600403|-139.0|SIO OBS ID M02A|2011-10-18T00:00:00|2012-07-16T23:59:59
7D|M03A|47.888302|-126.103996|-1818.0|LDEO OBS STANDARD DEEP|2011-10-19T00:00:00|2012-07-11T23:59:59
7D|M04A|47.558102|-125.1922|-563.4|SIO OBS ID M04A|2011-10-17T00:00:00|2012-07-16T23:59:59
7D|M05A|46.1735|-124.934601|-828.2|SIO OBS ID M05A|2011-10-17T00:00:00|2012-07-15T23:59:59
7D|M06A|45.529499|-124.926804|-1439.0|LDEO Standard Deep OBS Site M06A|2011-10-16T00:00:00|2012-07-17T23:59:59
7D|M07A|44.898701|-125.116798|-1356.5|SIO OBS ID M07A|2011-10-15T00:00:00|2012-07-15T23:59:59
7D|M08A|44.118698|-124.895302|-126.4|SIO OBS ID M08A|2011-10-20T00:00:00|2012-07-18T23:59:59
7D|M09B|44.249699|-125.058899|-914.0|LDEO OBS TRAWL-RESISTANT|2012-07-17T00:00:00|2013-06-28T23:59:59
7D|M10B|43.624802|-124.972801|-675.0|LDEO OBS TRAWL-RESISTANT|2012-07-16T00:00:00|2013-06-29T23:59:59
7D|M18B|44.8871|-124.971199|-720.0|LDEO OBS TRAWL-RESISTANT|2012-07-14T00:00:00|2013-06-27T23:59:59
GS|ALBK|45.565701|-122.641998|47.0|Portland urban array|2008-11-19T00:00:00|2599-12-31T23:59:59
GS|BEAV|45.5274|-122.8428|58.0|Portland urban array|2005-07-19T00:00:00|2017-10-02T23:59:59
GS|CHIN|45.525902|-122.673401|11.0|Portland urban array|2005-11-08T00:00:00|2599-12-31T23:59:59
GS|CRCK|45.530602|-122.735901|175.0|Portland urban array|2005-07-20T00:00:00|2599-12-31T23:59:59
GS|CSOK|45.5168|-122.690804|35.0|SW 16th Ave-SW Columbia St, Portland, OR  97201|2005-12-15T00:00:00|2599-12-31T23:59:59
GS|DREG|45.5678|-122.715|3.0|Portland urban array|2006-09-27T00:00:00|2017-10-03T23:59:59
GS|HAOK|45.509102|-122.657898|12.0|Portland urban array|2005-11-10T00:00:00|2599-12-31T23:59:59
GS|LEVE|45.5893|-122.6434|3.0|Portland urban array|2005-07-19T00:00:00|2017-10-04T23:59:59
GS|LOES|45.532299|-122.733803|232.0|Portland urban array|2005-07-20T00:00:00|2599-12-31T23:59:59
GS|PFS6|45.548901|-122.705902|3.0|Portland urban array|2006-09-26T00:00:00|2599-12-31T23:59:59
GS|RBOK|45.5406|-122.5653|156.0|Portland urban array|2005-09-11T00:00:00|2017-10-03T23:59:59
GS|SAIL|45.5371|-122.9628|63.0|Portland urban array|2006-05-11T00:00:00|2017-10-02T23:59:59
IU|COR|44.5855|-123.3046|110.0|Corvallis, Oregon, USA|1989-10-26T00:00:00|2599-12-31T23:59:59
NP|2158|47.38557|-123.6057|247.0|Wynoochee Dam|1974-02-08T18:00:00|2599-12-31T23:59:59
NP|2172|45.51241|-122.68361|44.0|Portland State University|1967-01-17T18:00:00|2599-12-31T23:59:59
NP|2191|45.49717|-122.68367|153.0|VAMC, Bldg 100|1986-01-04T18:00:00|2599-12-31T23:59:59
NP|2194|47.21402|-123.10099|6.0|Fire Station|1981-06-19T18:00:00|2599-12-31T23:59:59
NP|7000|45.63748|-122.65373|57.0|VAMC, Bldg 4|1983-12-09T18:00:00|2599-12-31T23:59:59
NP|7007|46.36623|-122.55975|295.0|Toutle River Dam|1990-04-18T18:00:00|2599-12-31T23:59:59
NP|7013|45.45|-122.64159|12.0|Clackamas Highway Connection|1993-08-30T18:00:00|2599-12-31T23:59:59
NP|7015|47.03737|-122.89763|28.0|DNR Building|1993-11-16T18:00:00|2599-12-31T23:59:59
NP|7017|45.50658|-122.67169|2.0|Marquam Bridge|1995-09-30T18:00:00|2599-12-31T23:59:59
NP|7018|45.51794|-122.66619|11.0|Morrison Ramp|1994-10-21T18:00:00|2599-12-31T23:59:59
NP|7019|45.46987|-122.68525|105.0|Terwilliger Blvd Interchange|1995-10-15T18:00:00|2599-12-31T23:59:59
NP|7021|44.55562|-123.06119|88.0|Corvallis-Lebanon Intersection|1996-05-18T18:00:00|2599-12-31T23:59:59
NP|7022|43.36298|-124.17571|1.0|Catching Slough Bridge|1997-03-08T18:00:00|2599-12-31T23:59:59
NP|7025|42.7183|-124.46443|31.0|Rocky Point Viaduct|1996-02-28T18:00:00|2599-12-31T23:59:59
NP|7028|47.91351|-124.63432|5.0|La Push Coast Guard Sta|1998-03-15T18:00:00|2599-12-31T23:59:59
NP|7035|46.97159|-123.82637|4.0|Fire Station|1999-07-20T18:00:00|2599-12-31T23:59:59
NP|7038|46.98491|-122.90996|60.0|Fire Station HQ|2001-03-22T18:00:00|2599-12-31T23:59:59
NP|7039|47.4676|-123.8466|68.0|Quinault Ranger Station|2000-07-31T18:00:00|2599-12-31T23:59:59
NP|7042|45.61097|-122.4963|83.0|USGS CVO|2002-02-05T18:00:00|2599-12-31T23:59:59
NP|7045|46.6855|-123.73398|4.0|Fire Station|2002-02-06T18:00:00|2599-12-31T23:59:59
NP|7052|44.12256|-123.30576|132.0|Fern Ridge Dam|2006-09-19T18:00:00|2599-12-31T23:59:59
NP|7053|45.51865|-122.67837|17.0|Pioneer Courthouse|2007-04-25T18:00:00|2599-12-31T23:59:59
NP|7054|47.03872|-122.89893|23.0|Centennial Park|2008-04-30T18:00:00|2599-12-31T23:59:59
NP|7061|45.63712|-122.6572|48.0|VAMC, Bldg 11|2012-01-27T18:00:00|2599-12-31T23:59:59
NV|KEMF|47.94956|-129.098691|-2190.0| Main Endeavour Field |2010-09-30T00:00:00|2599-12-31T23:59:59
NV|NC27|47.76258|-127.758102|-2656.0|Cascadia Basin, ODP1026|2009-09-14T00:00:00|2599-12-31T23:59:59
NV|NC89|48.670537|-126.848767|-1258.0|Clayoquot Slope, Bullseye (ODP 1089)|2009-09-17T00:00:00|2599-12-31T23:59:59
NV|NCBC|48.4275|-126.1752|-398.0|Barkley Canyon|2009-09-07T00:00:00|2599-12-31T23:59:59
NV|NCHR|47.973751|-129.082092|-2152.0|High Rise Field|2010-10-04T00:00:00|2599-12-31T23:59:59
PB|B003|48.062359|-124.140862|284.7|floequarybwa2005, FloeQuarry, WA, USA|2005-06-21T00:00:00|2599-12-31T23:59:59
PB|B004|48.201923|-124.42701|30.0|hokofallsbwa2005, Sekiu, WA, USA|2005-06-15T00:00:00|2599-12-31T23:59:59
PB|B012|48.924625|-125.541977|13.0|ucluelet1bbc2005, Ucluelet, BC, CA|2005-09-21T00:00:00|2599-12-31T23:59:59
PB|B014|47.513302|-123.8125|64.7|quinlt014bwa2008, Olympic NP, WA, USA|2008-03-04T00:00:00|2599-12-31T23:59:59
PB|B017|46.995998|-123.557503|33.9|flinkm017bwa2007, Montesano, WA, USA|2007-07-11T00:00:00|2599-12-31T23:59:59
PB|B018|46.9795|-123.020302|10.0|delphi018bor2006, Delphi,  OR, USA|2006-01-21T00:00:00|2599-12-31T23:59:59
PB|B019|46.652699|-123.651802|9.0|waldrf019bwa2008, Raymond, WA, USA|2008-05-12T00:00:00|2599-12-31T23:59:59
PB|B020|46.382702|-123.844498|31.2|wirkla020bwa2008, Naselle, WA, USA|2008-03-30T00:00:00|2599-12-31T23:59:59
PB|B022|45.954609|-123.931046|10.0|seaside22bor2006, OR, USA|2006-02-03T00:00:00|2599-12-31T23:59:59
PB|B023|46.111198|-123.078697|177.4|cataln023bor2008, Claskanie, OR, USA|2008-05-16T00:00:00|2599-12-31T23:59:59
PB|B024|45.637798|-123.855797|37.7|kuntza024bor2006, Portland, OR, USA|2006-02-22T00:00:00|2599-12-31T23:59:59
PB|B026|45.309353|-123.823051|232.0|roosbc026bor2007, Portland, OR, USA|2007-02-24T00:00:00|2599-12-31T23:59:59
PB|B027|44.497334|-122.962166|216.0|lester027bor2007, Albany, OR, USA|2007-04-11T00:00:00|2599-12-31T23:59:59
PB|B028|44.493668|-122.963837|140.0|lester028bor2007, Albany, OR, USA|2007-03-19T00:00:00|2599-12-31T23:59:59
PB|B031|43.664299|-123.396698|71.0|hergrt031bor2007, Hergert, OR, USA|2007-11-30T00:00:00|2599-12-31T23:59:59
PB|B032|43.667999|-123.392303|63.8|hergrt032bor2007, Hergert, OR, USA|2007-12-02T00:00:00|2599-12-31T23:59:59
PB|B928|48.833698|-125.134499|9.5|bamfld928bbc2007, Bamfield, BC, Canada|2007-11-28T00:00:00|2599-12-31T23:59:59
PN|PPCEN|45.504002|-122.914001|45.0|-|1999-01-10T00:00:00|2599-12-31T23:59:59
PN|PPCQL|43.176998|-124.199997|14.0|Coquille High School, Coquille, OR, USA|1999-01-10T00:00:00|2599-12-31T23:59:59
PN|PPPHO|44.537998|-123.356003|82.0|Philomath High School, Philomath, OR, USA|1999-01-10T00:00:00|2599-12-31T23:59:59
TA|D03D|47.534698|-123.089401|262.0|Eldon, WA, USA|2010-08-25T00:00:00|2016-06-15T23:59:59
TA|D04D|47.1786|-122.772301|37.0|Lakebay, WA, USA|2010-08-19T00:00:00|2012-10-04T23:59:59
TA|E04D|46.556599|-122.567299|204.0|Cinebar, WA, USA|2010-08-26T00:00:00|2016-06-07T23:59:59
TA|F04D|46.082901|-123.010803|236.0|Rainier, OR, USA|2009-11-14T00:00:00|2016-09-30T23:59:59
TA|G03D|45.211498|-123.264099|222.0|McMinnville, OR, USA|2009-10-24T00:00:00|2016-09-30T23:59:59
TA|H04D|44.523399|-122.737701|284.0|Lebanon, OR, USA|2010-08-12T00:00:00|2016-09-30T23:59:59
TA|I02D|44.1059|-123.846901|109.0|Swisshome, OR, USA|2010-08-07T00:00:00|2015-10-22T23:59:59
TA|I03D|43.697201|-123.348701|140.0|Drain, OR, USA|2009-11-03T00:00:00|2016-09-30T23:59:59
TA|J01D|43.1614|-123.931396|131.0|Myrtle Point, OR, USA|2010-08-06T00:00:00|2012-10-03T23:59:59
UO|BUCK|44.19731|-122.98619|964.0|Buck Mountain, OR, USA|2010-07-29T00:00:00|2599-12-31T23:59:59
US|NLWA|47.3917|-123.8691|640.0|Neilton Lookout, Washington, USA|2006-07-05T00:00:00|2599-12-31T23:59:59
UW|ALST|46.10881|-123.03414|198.0|Alston BPA site, OR, USA|1999-08-30T00:00:00|2599-12-31T23:59:59
UW|ALVY|43.998161|-123.015793|155.0|Alvey BPA site, OR, USA|2001-01-17T00:00:00|2599-12-31T23:59:59
UW|BABR|44.62132|-123.78924|438.7|Baber Butte, OR, USA|2011-04-27T00:00:00|2018-06-13T00:00:00
UW|BOW|46.474831|-123.229301|870.0|Boistfort Mt. previous ISC code: BMW, WA, USA|1980-11-01T00:00:00|2018-08-23T00:00:00
UW|COLT|45.17044|-122.438152|219.0|Colton, OR, USA|2002-09-11T00:00:00|2599-12-31T23:59:59
UW|CPW|46.9733|-123.13822|810.1|Capitol Peak, WA, USA|1970-07-01T00:00:00|2599-12-31T23:59:59
UW|EGRN|47.072342|-122.974178|55.0|Evergreen College ANSS-SMO|2001-07-01T00:00:00|2599-12-31T23:59:59
UW|EYES|45.329891|-123.05774|65.0|Newberg, OR, USA|2002-09-11T00:00:00|2599-12-31T23:59:59
UW|FISH|45.9306|-123.5591|327.0|Jewel, OR, USA|2005-11-08T00:00:00|2021-06-22T18:57:00
UW|FL2|46.19622|-122.351486|1378.0|Flat Top 2, WA, USA|1984-08-03T00:00:00|2599-12-31T23:59:59
UW|FORK|47.9475|-124.5662|44.9|Forks, WA, USA|2009-11-18T00:00:00|2599-12-31T23:59:59
UW|HEBO|45.213501|-123.755386|875.0|Mt. Hebo, OR CREST BB SMO|2002-05-12T00:00:00|2599-12-31T23:59:59
UW|HUBA|45.630675|-122.65259|45.0|Hudson Bay HS, WA, USA|2002-09-12T00:00:00|2599-12-31T23:59:59
UW|JEDS|43.75157|-124.04905|159.5|Smith River, Reedsport, OR, USA|2011-08-09T00:00:00|2599-12-31T23:59:59
UW|KEEL|45.55006|-122.89632|69.4|Hillsboro, OR, USA|1999-08-25T00:00:00|2599-12-31T23:59:59
UW|KMO|45.63533|-123.49073|975.0|Kings Mt., OR, USA|1982-09-30T00:00:00|2019-02-09T00:00:00
UW|LANE|44.051569|-123.23286|122.0|Lane BPA site, Oregon - SMO|2001-01-17T00:00:00|2599-12-31T23:59:59
UW|LCCR|45.2059|-122.4784|271.0|Clarks, OR, USA|2005-11-09T00:00:00|2599-12-31T23:59:59
UW|LCW|46.67049|-122.702011|396.0|Lucas Creek|1992-03-01T00:00:00|2018-10-10T00:00:00
UW|LEBA|46.545898|-123.563202|78.6|Lebam, WA, USA|2009-01-08T00:00:00|2599-12-31T23:59:59
UW|LVP|46.065948|-122.401932|1130.0|Lakeview Peak|1980-04-01T00:00:00|2599-12-31T23:59:59
UW|MEGW|46.26609|-123.87709|351.0|Megler, WA, USA|2001-10-01T00:00:00|2599-12-31T23:59:59
UW|MONO|44.85343|-123.24097|60.68|Western Oregon University, Monmouth, OR, USA|2008-02-09T00:00:00|2599-12-31T23:59:59
UW|MPO|44.50428|-123.553|1246.9|Marys Peak, OR, USA|1990-08-30T00:00:00|2599-12-31T23:59:59
UW|MRIN|44.80039|-122.69828|187.0|Stayton, OR, USA|2002-03-19T00:00:00|2599-12-31T23:59:59
UW|NEWO|44.62392|-124.04622|4.3|Hatfield Marine Science Center, Newport, OR, USA|2008-02-09T00:00:00|2599-12-31T23:59:59
